SID,source,date,ema,sh-support_1,sh-support_4,sh-support_5,sh-support_6,sh-support_7,sh-support_8,sh-support_9,sh-loneliness_18,sh-loneliness_35,sh-loneliness_36,sh-loneliness_37,sh-loneliness_38,sh-loneliness_39,sh-loneliness_40,sh-loneliness_41,sh-loneliness_42,sh-loneliness_43,sh-loneliness_44,sh-loneliness_45,sh-loneliness_46,sh-loneliness_47,sh-loneliness_48,sh-loneliness_49,sh-loneliness_50,sh-loneliness_51,sh-loneliness_52,sh-loneliness_53,sh-isolation_kids_01,sh-isolation_kids_02,sh-isolation_kids_03,sh-isolation_kids_04,sh-isolation_family_01,sh-isolation_family_02,sh-isolation_family_03,sh-isolation_family_04,sh-isolation_friends_01,sh-isolation_friends_02,sh-isolation_friends_03,sh-isolation_friends_04,BFI_E_1,BFI_E_2,BFI_E_3,BFI_E_4,BFI_E_5,BFI_E_6,BFI_E_7,BFI_E_8,BFI_E_9,BFI_E_10,BFI_E_11,BFI_E_12,BFI_A_1,BFI_A_2,BFI_A_3,BFI_A_4,BFI_A_5,BFI_A_6,BFI_A_7,BFI_A_8,BFI_A_9,BFI_A_10,BFI_A_11,BFI_A_12,BFI_C_1,BFI_C_2,BFI_C_3,BFI_C_4,BFI_C_5,BFI_C_6,BFI_C_7,BFI_C_8,BFI_C_9,BFI_C_10,BFI_C_11,BFI_C_12,BFI_N_1,BFI_N_2,BFI_N_3,BFI_N_4,BFI_N_5,BFI_N_6,BFI_N_7,BFI_N_8,BFI_N_9,BFI_N_10,BFI_N_11,BFI_N_12,BFI_O_1,BFI_O_2,BFI_O_3,BFI_O_4,BFI_O_5,BFI_O_6,BFI_O_7,BFI_O_8,BFI_O_9,BFI_O_10,BFI_O_11,BFI_O_12,E_angry,E_afraid,E_happy,E_excited,E_proud,E_guilty,E_attentive,E_content,E_purposeful,E_goaldir,CT_1,CT_2,CT_3,pur_01,pur_02,pur_03,pur_04,pur_05,pur_06,pur_07,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,SAT_1,SAT_2,SAT_3,SAT_4,SAT_5,SAT_6,SAT_7,SAT_8,SAT_9,sud_MINI_1,sud_MINI_2,sud_dudit_1,sud_dudit_2,sud_dudit_3,sud_dudit_4,sud_dudit_5,sud_dudit_6,sud_dudit_7,sud_dudit_10,sud_dudit_11,sud_dudit_14,sud_dudit_15,sud_dudit_16,sud_dudit_17,sud_dudit_18,sud_dudit_19,sud_dudit_20,sud_dudit_21,chron_MEQ_01,chron_MEQ_02,chron_MEQ_03,chron_MEQ_04,chron_MEQ_05,chron_MEQ_06,chron_MEQ_07,chron_MEQ_08,chron_MEQ_09,chron_MEQ_10,chron_MEQ_11,chron_MEQ_12,chron_MEQ_13,chron_MEQ_14,chron_MEQ_15,chron_MEQ_16,chron_MEQ_17,chron_MEQ_18,chron_MEQ_19,chron_MEQ_20,demo_YOB,demo_age,demo_hispanic,demo_ethnicity_1,demo_ethnicity_2,demo_ethnicity_3,demo_ethnicity_4,demo_ethnicity_5,demo_ethnicity_6,demo_ethnicity_7,demo_education,demo_mom_edu,demo_dad_edu,demo_gender,demo_gender_3_TEXT,demo_english,demo_country,demo_relationship,demo_nChildren,demo_livingSituation,demo_employment,demo_workHours,demo_workDaily,demo_workWeekly,demo_income,demo_zipChildhood,demo_zipCurrent,demo_typicalWake,demo_earliestWake,demo_latestWake,demo_typicalBed,demo_earliestBed,demo_latestBed,demo_orientation,demo_orientation_4_TEXT,demo_libconserv_1,demo_relAct,demo_church,cog_date,Matching_Shapes_and_Numbers,Fast_Reactions,Remembering_Words_Test,Thinking_Back,Visual_Patterns,Vocabulary
54625,TMB,2024-08-17T19:48:06Z,TRUE,2,3,2,2,2,3,3,4,2,2,1,3,3,2,3,3,2,3,4,3,3,3,4,2,1,4,3,1,1,4,2,2,2,4,2,3,2,5,3,4,3,1,4,4,5,4,2,5,4,4,2,5,4,4,2,4,5,1,2,4,4,4,4,5,4,3,2,5,4,1,3,4,4,1,2,4,3,5,2,1,3,4,4,2,3,4,4,4,4,3,3,4,4,4,4,4,5,5,2,3,2,4,4,2,1,5,4,4,4,Faithful,Friendly,Passionate,1,5,2,1,5,4,3,7,5,4,4,4,6,5,6,6,6,4,5,6,5,NA,NA,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,2,3,2,2,2,3,3,2,2,3,1,3,2,2,2,2,3,3,0,1977,47,1,NA,NA,NA,NA,1,NA,NA,5,4,4,1,NA,1,USA,2,1,1,8,4,2,1,$35000,Colorado,10004,5:00 AM,4:00AM,11:00 AM,10:00 PM,09:00 PM,11:00 PM,1,NA,6,2,3,2024-08-17 15:48:20,,,,,,
1494,TMB,2024-08-18T06:22:04Z,FALSE,1,1,1,4,3,1,4,2,4,4,4,2,2,4,4,2,2,4,4,4,4,3,1,4,4,4,1,1,3,2,4,5,4,5,2,6,3,6,1,3,4,4,5,2,2,3,4,2,5,4,4,5,5,1,4,5,5,4,4,5,3,3,5,5,2,4,2,4,4,2,4,4,4,4,4,5,5,2,1,5,5,4,2,4,5,2,4,5,5,2,5,5,5,1,3,4,4,1,1,4,5,4,2,4,5,5,3,3,4,Empathy,Helpfulness,Friendlyness,1,2,5,3,3,2,3,2,2,2,3,1,3,5,1,1,5,1,3,2,5,Marijuana,Marijuana,5,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,4,5,4,2,2,1,1,4,3,4,1,1,4,2,2,2,3,5,3,1978,46,0,NA,NA,NA,NA,1,NA,NA,2,2,4,1,NA,1,Usa,2,1,1,8,3,1,1,$0,NA,74073,05:30 AM,05:30 AM,05:30 AM,01:00 aM,11:30 PM,02:00 aM,3,NA,4,2,1,2024-08-18 02:22:23,,,,,,
8864,TMB,2024-08-18T23:19:31Z,TRUE,4,4,4,1,1,4,1,4,1,1,1,4,4,1,1,4,4,2,1,1,1,4,4,2,1,4,4,6,6,6,6,6,1,2,2,3,2,2,6,5,4,2,3,4,3,2,3,5,5,1,1,5,5,1,1,4,4,1,3,4,3,2,2,4,5,1,1,4,5,2,4,4,4,2,2,3,2,4,4,1,1,4,4,1,1,5,4,5,5,1,2,5,5,1,2,5,5,1,3,1,2,5,5,3,1,4,5,5,5,Altruistic,Problem solver,Hard worker,1,6,1,1,6,6,1,6,7,7,7,2,5,7,7,6,7,6,6,7,7,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2,4,4,1,4,3,1,4,0,0,2,4,1,1,1,3,1,1969,54,0,NA,NA,NA,NA,1,NA,NA,7,1,4,3,FTM,0,Germany,2,0,1,8,4,1,1,$100000,"We moved every year, and it was in Germany",76227,05:30 AM,04:00 AM,05:30 AM,12:00 AM,12:00 AM,02:00 AM,1,NA,3,1,1,2024-08-18 19:19:39,,,,,,
10281,UCD Sona,2024-08-20T00:30:15Z,TRUE,2,2,3,1,1,2,2,3,1,2,2,3,4,3,3,3,3,2,1,3,1,2,3,2,3,4,3,1,3,2,2,1,2,2,2,3,4,4,3,5,3,3,4,4,4,4,3,4,3,1,3,5,5,5,1,5,5,1,2,4,4,1,3,4,3,3,1,4,5,3,4,4,4,1,1,4,3,4,2,1,2,4,4,2,2,5,4,4,4,3,2,5,5,5,2,4,3,1,1,2,1,4,4,4,1,5,5,4,4,friendly,creative,self-motivated,2,5,2,1,4,6,1,4,5,4,5,2,6,6,3,6,5,1,6,6,5,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,3,3,2,1,2,3,3,1,1,2,2,4,3,1,3,3,3,1962,61,0,NA,1,NA,1,NA,NA,NA,5,5,5,1,NA,1,United States,2,1,1,8,4,1,1,$140000,94015,95618,07:00 AM,06:00 AM,07:30 AM,11:00 PM,09:30PM,02:00 AM,1,NA,3,2,3,2024-08-20 15:20:06,,,,,,
62758,TMB,2024-08-20T19:12:12Z,TRUE,4,4,3,1,1,3,2,4,2,1,2,4,4,1,2,3,4,2,1,2,2,4,4,2,1,4,4,2,1,5,5,3,2,6,6,3,2,6,2,4,4,3,3,4,4,3,3,4,3,2,2,5,5,5,1,5,5,1,1,5,4,2,2,5,5,1,1,4,4,1,3,5,5,3,1,3,2,3,5,1,1,4,4,1,1,4,3,4,3,3,3,3,3,4,2,2,2,5,3,1,1,5,3,3,2,4,4,4,2,Nurturing,Kiindness,Loyalty,3,3,3,2,3,4,1,3,4,5,5,2,6,6,4,4,4,5,5,6,4,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,2,3,2,1,2,0,2,1,1,1,4,3,3,0,1967,56,0,NA,NA,NA,NA,1,NA,NA,4,2,2,1,NA,1,USA,6,0,0,8,3,1,3,$75000,39074,39074,6:30 AM,0600am,07:30am,1000pm,21:30pm,2300pm,1,NA,5,5,4,2024-08-20 15:12:28,,,,,,
8338,TMB,2024-08-21T16:14:19Z,TRUE,4,3,3,1,1,4,1,4,2,2,2,3,2,2,3,3,3,1,2,1,2,4,2,2,3,4,3,1,1,5,2,4,5,5,4,1,1,1,1,2,4,2,3,4,4,2,2,3,4,2,1,4,5,1,1,4,4,2,1,3,2,2,3,4,2,4,3,2,3,2,4,4,3,4,3,4,2,3,2,3,2,4,5,2,2,3,4,5,4,1,2,4,5,1,2,3,4,2,1,1,2,4,4,2,2,4,4,4,2,Curious,Compassionate,Impatient,2,5,3,2,4,5,1,3,6,6,6,6,6,6,7,2,2,2,5,5,5,None,N/A,1,1,1,1,1,1,1,3,0,0,0,0,0,1,0,0,0,1,2,2,2,3,4,3,3,2,3,3,0,1,2,3,2,4,3,3,0,1972,52,0,NA,NA,NA,NA,1,NA,NA,3,2,2,1,NA,1,United States,2,0,1,8,2,1,2,$100000,48740,49505,7:30 AM,6:30 AM,9:30 AM,11:30 PM,10:00 PM,1:00 PM,1,NA,3,5,5,2024-08-21 12:14:43,,,,,,
23456,TMB,2024-08-21T17:35:59Z,TRUE,3,3,2,1,1,3,1,1,1,1,2,4,4,1,1,4,4,2,1,1,1,4,4,2,2,4,4,1,3,6,6,1,2,6,3,2,3,6,3,5,5,1,2,5,5,1,1,4,4,1,1,4,4,2,2,4,4,2,4,4,4,1,2,5,5,1,2,5,5,1,2,4,5,2,4,4,2,3,3,1,1,4,5,4,4,2,2,4,4,2,2,1,2,5,4,5,5,2,4,3,1,4,4,4,1,4,5,5,5,Assertive,Kind,Outgoing,1,6,2,1,6,6,1,7,7,7,7,6,6,7,7,4,7,6,7,6,5,Cannabis,Cannabis,5,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,1,3,1,3,3,1,1,2,4,2,3,4,3,2,1977,47,0,NA,NA,NA,NA,1,NA,NA,7,4,4,1,NA,1,Canada,2,1,1,8,4,1,1,$250000,"L0S 1E5 (Fonthill, Ontario, Canada)",99163,7:00 AM,6:00 AM,8:00 AM,10:30 PM,9:30 PM,11:00 PM,3,NA,1,1,1,2024-08-21 13:36:11,,,,,,
60120,TMB,2024-08-22T03:35:33Z,TRUE,4,4,4,2,2,2,3,3,2,2,2,3,3,1,2,3,3,2,2,2,1,4,3,2,1,4,3,1,1,6,1,1,1,6,1,1,1,5,1,4,4,3,4,1,4,1,2,2,5,2,3,5,5,2,3,5,5,2,2,4,4,2,2,3,3,3,3,3,4,3,3,4,5,4,4,3,4,4,4,2,4,4,4,4,4,2,3,5,5,3,3,3,3,3,2,4,3,3,1,1,2,5,5,5,2,4,5,4,5,Outgoing,Determination,Positivity,6,5,2,4,5,5,1,5,4,7,6,2,7,7,7,6,5,1,6,6,5,Heroin marijuana meth,Heroin,5,3,5,5,5,5,5,2,3,2,4,2,0,0,2,0,2,2,4,3,4,3,3,2,2,2,2,2,0,2,4,1,1,2,3,3,1,1957,67,0,NA,NA,NA,NA,1,NA,NA,3,2,2,1,NA,1,United States,3,1,1,3,1,1,3,$35000,40351,40351,6:00 AM,6:00 AM,7:00 AM,10:00 PM,9:00 PM,12:00 AM,3,NA,6,4,5,2024-08-21 23:35:40,,,,,,
43203,TMB,2024-08-29T19:49:56Z,TRUE,3,3,2,2,1,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,3,4,6,2,2,2,6,3,1,5,4,2,3,3,4,2,4,2,2,4,4,1,3,5,5,2,2,4,5,3,1,5,5,1,1,5,4,4,3,5,5,2,3,4,4,4,2,2,3,4,4,3,2,4,4,5,5,2,2,4,4,1,4,5,5,1,1,2,4,3,3,3,3,3,3,4,4,responsible,tidy,compassionate,4,4,4,4,5,5,5,3,3,4,6,2,3,5,1,5,4,1,5,6,6,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,1,2,2,2,2,1,2,2,2,2,1,3,3,1,1954,70,0,NA,NA,NA,NA,1,NA,NA,6,2,1,1,NA,1,US,5,0,0,5,1,4,4,$48000,02664,94595,8:00 AM,7:40 AM,8:30 AM,11:00 PM,10:30 PM,11:30 PM,1,NA,2,3,1,2024-08-29 15:50:06,,,,,,
19528,TMB,2024-08-31T23:33:17Z,TRUE,2,3,3,1,1,4,4,4,1,1,3,4,3,1,3,4,3,3,2,1,2,4,4,3,2,4,4,4,3,2,4,1,1,1,4,2,4,2,2,5,4,4,4,5,4,4,3,5,5,1,1,4,5,5,1,5,5,1,1,5,5,2,1,5,4,1,1,5,5,1,4,4,4,3,3,5,4,4,2,4,4,5,5,4,2,4,4,5,5,1,1,5,5,1,1,5,5,1,1,1,1,4,5,4,4,5,5,5,5,Inventive,Artistic,Fun,2,5,1,2,6,6,1,6,7,6,7,4,6,4,6,6,7,6,6,6,7,"Cannabis, beer, wine",Beer,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,4,3,1,1,2,0,0,2,3,2,1,1,2,1,1955,69,0,NA,NA,NA,NA,1,NA,NA,7,3,5,3,Trans woman,1,USA,3,0,1,5,1,4,4,$70000,14810,12817,06:00 AM,05:30 AM,07:00 AM,10:30 PM,09:00 PM,11:59 PM,3,NA,2,2,4,2024-08-31 19:33:49,,,,,,
61681,TMB,2024-09-03T00:46:57Z,TRUE,4,3,3,1,1,4,1,4,1,2,2,2,4,2,3,3,3,1,3,1,3,4,4,3,3,4,4,6,6,6,6,5,4,6,5,5,5,6,5,3,5,3,4,4,4,1,3,4,4,1,3,4,5,1,2,5,4,1,1,5,5,2,4,4,4,1,1,5,2,1,3,5,4,3,3,4,2,4,2,1,1,4,4,1,3,5,3,5,5,1,1,5,4,2,3,4,4,2,2,1,1,5,3,3,2,4,5,5,3,Nice,Intelligent,Funny,5,5,3,2,3,3,1,7,7,6,4,7,4,4,7,2,6,7,6,6,4,"Weed, alcohol and psychedelic mushrooms",Weed,5,2,5,1,1,1,1,2,1,0,0,0,0,0,1,1,0,2,1,3,2,3,2,1,2,3,1,3,0,1,3,3,2,4,2,2,1,1977,47,2,NA,NA,NA,NA,1,NA,NA,3,3,5,1,NA,1,United States,3,0,1,6,1,4,4,$308000,98021,98012,07:30 AM,05:30 am,09:00 am,10:00 PM,09:00 pm,12:00 am,1,NA,5,5,1,2024-09-02 20:47:08,,,,,,
22035,TMB,2024-09-03T19:48:39Z,TRUE,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,4,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,6,6,6,6,3,1,1,2,4,3,4,4,4,3,3,3,4,3,3,1,5,5,1,1,5,5,1,1,5,5,1,3,4,4,1,1,4,3,1,2,5,4,1,1,2,4,3,4,3,3,4,5,1,1,4,4,3,3,3,2,4,4,3,3,4,4,1,2,1,3,5,4,5,1,5,4,4,3,Kind,Creative,Helpful,1,4,1,3,3,3,3,2,6,3,6,2,7,6,1,4,4,2,3,3,5,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,1,3,1,3,2,2,1,2,3,2,4,4,3,2,1959,64,0,NA,NA,NA,NA,1,NA,NA,3,2,1,1,NA,1,America,2,0,1,6,1,4,4,$200000,17970,17339,08:00 AM,07:00 AM,8:30 AM,11:00 PM,09:30PM,12:00AM,1,NA,5,2,1,2024-09-03 15:48:59,,,,,,
57482,TMB,2024-09-04T20:36:31Z,TRUE,4,4,3,2,1,3,1,4,4,2,3,4,4,2,2,3,4,2,1,3,3,3,4,3,1,4,1,6,6,6,6,4,3,4,4,3,3,3,2,3,2,5,5,2,4,2,3,3,4,2,4,5,5,1,1,5,5,1,1,5,4,1,2,3,1,4,4,3,4,2,4,5,5,1,3,3,1,4,4,2,2,4,4,1,4,5,5,5,4,2,2,5,5,1,1,4,5,2,1,1,1,4,4,5,1,5,4,5,4,Honest,Intelligent,Sweet,4,4,3,3,5,3,1,3,3,5,2,2,6,6,2,6,5,5,5,5,5,NA,NA,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,1,0,4,4,4,1,2,1,2,3,3,4,2,2,4,3,2,1,3,3,3,1970,53,0,NA,NA,NA,NA,1,NA,NA,5,5,6,1,NA,1,USA,1,0,0,8,4,1,1,$77000,22801,27517,07:30 AM,07:30 AM,08:05 AM,12:00 AM,10:45 PM,02:00 AM,1,NA,2,1,1,2024-09-05 15:35:39,,,,,,
71650,TMB,2024-09-05T17:15:36Z,TRUE,3,3,3,4,4,1,3,3,4,4,4,1,3,4,1,3,2,3,3,2,4,1,1,1,3,1,1,1,3,2,3,4,5,3,6,5,6,6,3,4,5,2,1,5,4,2,2,1,4,4,5,4,2,4,5,5,5,2,4,5,4,5,5,1,1,5,5,1,2,5,5,2,2,5,4,5,2,2,1,5,5,2,4,4,4,2,4,5,5,1,2,3,5,2,2,2,4,2,1,4,4,3,2,2,5,4,1,1,1,sense of humor,intelligent,assertive,1,2,5,6,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,4,2,1,1,1,4,1,3,1,2,4,2,2,4,3,3,1,1968,56,0,NA,NA,NA,NA,1,NA,NA,6,5,7,1,NA,1,USA,5,3,0,6,1,4,4,$36000,"Sharon, Massachusetts",01430,6:00 AM,5:30 AM,12:00 PM,11:30 PM,10:00 PM,2:00 AM,3,NA,5,1,3,2024-09-05 13:15:45,,,,,,
79448,TMB,2024-09-08T18:50:36Z,TRUE,3,3,4,1,1,3,1,2,3,1,1,3,3,2,2,4,1,3,2,2,1,4,3,1,2,4,4,2,1,1,4,4,4,3,3,2,1,2,3,4,4,4,2,4,4,2,2,2,2,2,1,4,5,1,3,5,5,1,3,4,4,2,5,5,4,4,4,1,4,4,5,5,5,3,4,5,4,2,2,4,4,2,3,5,3,5,4,5,5,1,1,5,4,1,5,4,5,1,1,3,4,2,4,4,3,4,2,4,5,Problem solver,Realist,Resourceful,3,6,4,1,6,6,1,6,4,5,6,6,6,6,6,6,2,3,2,2,4,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,4,2,3,2,2,2,2,2,4,1,3,4,3,2,1955,69,0,NA,NA,NA,NA,1,NA,NA,7,7,7,0,NA,1,United States,2,0,1,8,3,1,1,$130000,07013,31419,5:15 AM,4:15 AM,6:15 AM,10:30 PM,9:30 PM,11:30 PM,1,NA,4,1,3,2024-09-08 14:50:51,,,,,,
86461,TMB,2024-09-08T22:14:48Z,TRUE,3,4,3,1,1,4,1,4,1,1,1,4,4,1,1,4,4,2,1,1,1,4,4,2,1,4,4,3,NA,4,2,2,1,4,3,3,2,4,2,5,4,4,4,5,2,2,5,3,4,2,3,4,3,2,1,5,1,2,1,4,4,4,2,2,2,4,2,2,2,4,4,4,5,2,4,1,1,4,5,2,1,4,5,1,2,4,4,5,4,1,2,5,5,1,1,4,4,2,2,1,2,5,4,4,1,4,5,4,3,Fun,Friendly,Worldly,3,3,4,4,4,5,1,6,6,7,7,3,7,7,7,6,3,6,5,6,5,Mushrooms,Mushrooms,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,1,2,2,3,3,3,3,1,2,1,4,3,1,2,3,2,2,4,3,3,1,1952,72,0,NA,NA,NA,NA,1,NA,NA,6,2,2,1,NA,1,USA,6,0,0,5,1,4,4,$75000,94541,94541,07:30 AM,07:00 AM,09:00 AM,10:00 pm,09:00 PM,12:00PM,1,NA,1,1,1,2024-09-08 18:14:58,,,,,,
82729,TMB,2024-09-11T19:04:18Z,TRUE,3,3,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,2,3,4,3,3,3,6,6,6,6,6,6,6,6,2,3,2,6,4,3,3,4,3,4,2,4,4,4,2,2,4,3,2,3,4,4,3,4,2,2,4,4,4,4,3,1,4,3,2,2,4,4,2,3,5,4,2,1,4,4,2,2,4,5,2,2,5,5,1,1,5,5,1,1,3,4,1,1,4,4,4,4,4,2,4,3,4,4,Honest,Dependable,Anxious,3,2,5,5,4,3,1,2,2,2,2,2,1,5,5,5,5,6,6,3,5,Marijuana,Marijuana,1,1,1,1,1,1,1,4,0,0,0,0,0,1,0,0,0,1,2,2,2,3,4,2,2,1,3,2,1,1,2,3,1,2,3,2,0,1954,69,0,NA,NA,NA,NA,1,NA,NA,5,7,2,1,NA,1,United States,4,0,0,5,1,4,4,$130000,"Manchester, IA",22308,07:30 AM,06:30 AM,08:30 AM,10:00 PM,09:30 PM,11:30 PM,1,NA,1,1,2,2024-09-11 15:04:31,,,,,,
36221,TMB,2024-09-12T01:55:35Z,TRUE,3,4,4,3,1,4,2,4,4,3,4,1,2,4,3,3,2,3,4,3,4,3,3,2,3,2,2,3,2,1,2,5,5,2,4,4,5,3,4,2,1,5,4,3,2,2,4,1,2,5,5,5,5,1,1,5,5,1,1,5,5,1,1,2,4,4,2,2,2,4,4,3,4,3,1,2,2,4,1,5,5,3,4,4,1,3,4,5,5,1,1,5,5,1,1,5,5,1,1,1,4,1,1,1,3,3,2,4,4,Creative,Thoughtful,Caring,1,2,4,1,2,2,1,5,2,3,7,1,6,2,7,2,5,5,2,1,6,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,2,3,3,1,3,3,1,2,2,3,3,1,3,3,1,1965,59,0,NA,NA,NA,NA,1,NA,NA,6,6,5,1,NA,1,United states,2,0,1,8,3,1,3,$80000,60515,19380,9:30 am,8:00 am,10:30 am,10:30,10:00 pm,12:30 pm,1,NA,5,5,5,2024-09-11 21:55:50,,,,,,
55373,TMB,2024-09-13T03:36:01Z,TRUE,3,3,4,3,1,4,3,3,3,2,1,2,3,3,1,4,3,1,1,3,3,2,2,1,1,2,3,6,6,6,6,3,6,2,6,3,2,1,6,5,4,1,1,3,3,3,3,1,5,4,5,5,4,1,1,5,5,1,2,4,5,2,1,3,1,5,5,3,5,5,4,5,5,4,2,2,2,4,4,1,1,5,5,1,1,5,3,5,5,1,1,3,2,1,4,4,5,1,1,1,1,5,1,1,1,4,5,5,3,Intelligent,Spiritual,Enthusiastic,5,6,3,2,3,4,1,2,2,5,2,6,4,2,1,6,2,1,1,7,6,Cannibis,Cannibis,3,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,2,3,1,3,2,1,2,1,4,3,1,0,2,3,2,3,3,3,1,1953,71,0,NA,NA,NA,NA,1,NA,NA,6,5,4,1,NA,0,United States,7,0,0,1,1,4,4,$30000,"Reseda, California",91360,07:00 AM,06:00 AM,08:00 AM,11:30,11:00 PM,12:30 AM,1,NA,2,5,4,2024-09-12 23:36:13,,,,,,
20384,TMB,2024-09-16T15:26:26Z,FALSE,1,2,1,2,1,1,3,3,1,3,2,3,3,3,3,3,3,4,4,4,3,3,3,4,3,2,3,6,6,6,6,3,2,6,6,3,3,6,2,4,4,2,5,4,3,4,3,2,4,3,5,4,3,2,4,4,4,4,4,5,3,5,5,2,2,5,4,4,4,4,4,2,2,4,5,5,4,2,1,4,4,4,1,4,4,1,2,5,5,1,1,5,5,2,2,4,5,2,1,4,4,3,3,4,5,2,3,4,3,impulsive,intelligent,anxious,2,3,4,4,5,3,1,5,5,5,6,2,2,3,7,4,3,2,1,1,2,alcohol,alcohol,1,1,1,1,1,1,1,3,4,4,3,3,1,4,3,2,2,1,4,3,4,1,2,1,1,3,4,4,1,1,2,1,2,2,3,4,3,1987,46,1,NA,NA,NA,NA,1,NA,NA,6,5,9,1,NA,1,USA,2,0,1,8,4,2,3,$45000,27106,27127,08:00 AM,08:00 AM,10:00 AM,10:30 PM,09:00 PM,02:00 AM,1,NA,NA,1,1,2024-09-16 11:26:38,,,,,,
19269,UCD Sona,2024-09-17T20:19:36Z,TRUE,1,1,3,3,3,3,2,2,4,4,3,1,3,3,3,3,3,4,3,4,3,2,2,4,3,2,2,4,2,3,2,5,4,3,4,6,6,6,6,2,3,5,5,2,2,2,4,4,4,2,4,5,5,1,1,5,5,1,1,5,2,1,3,5,5,4,1,4,4,3,4,4,4,2,2,3,5,5,2,5,4,5,2,4,4,3,4,4,5,3,3,4,5,4,1,3,5,4,1,2,4,3,3,4,3,4,2,4,3,Quiet,Thinking,Funny,3,4,4,4,4,5,2,2,2,3,1,2,2,1,2,4,3,2,3,6,4,Marijuana,Marijuana,2,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,3,2,4,1,2,3,3,2,2,2,4,0,1,2,4,2,2,1,3,0,1954,70,0,1,NA,NA,NA,1,NA,NA,3,2,4,1,NA,1,USA,6,1,2,5,1,4,4,$65000,95204,95667,07:30 AM,05:00 AM,09:00AM,12:30 PM,10:30 PM,02:00 AM,1,NA,4,1,1,2024-09-17 16:19:52,,,,,,
38396,TMB,2024-09-17T20:22:59Z,TRUE,3,4,2,2,1,4,2,3,3,3,2,3,NA,2,3,4,2,1,3,2,3,2,3,2,3,2,3,1,1,1,1,4,3,4,2,4,5,2,2,4,4,3,1,4,5,4,2,4,4,1,1,NA,5,2,4,5,5,1,2,4,4,3,3,4,4,1,1,5,4,1,3,5,5,3,2,3,2,4,4,2,1,4,5,2,2,4,3,5,5,2,2,5,5,1,1,4,4,2,1,2,1,4,4,3,2,5,4,5,4,Dependable,Helpful,Confident,4,5,1,2,6,5,3,5,6,6,6,5,6,5,3,4,5,6,7,6,6,NA,NA,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,3,1,4,4,3,4,1,1,3,0,1,3,3,1,2,2,2,1,1974,50,0,NA,NA,NA,NA,1,NA,NA,5,5,2,0,NA,1,USA,2,3,1,8,4,1,1,$205000,01821,01863,05:50 AM,05:50 AM,07:30 AM,10:15 PM,09:30 PM,12:00 PM,1,NA,3,2,2,2024-09-17 16:23:14,,,,,,
74922,TMB,2024-09-19T23:07:06Z,TRUE,1,1,2,4,4,2,4,4,4,4,4,2,1,4,3,3,2,4,3,4,4,1,1,4,4,2,3,6,6,4,6,6,6,6,6,4,3,3,6,2,4,5,5,4,5,2,4,4,4,1,3,5,4,1,1,5,5,1,1,1,4,1,4,5,5,1,1,5,5,3,4,5,5,3,1,4,5,2,1,4,5,4,2,4,4,2,4,5,4,2,4,4,5,1,1,4,4,4,4,4,4,4,4,5,1,5,2,5,5,sense of humor,loyal,honest,1,3,4,5,5,4,5,1,2,3,5,2,1,5,1,3,1,2,5,2,5,NA,NA,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,2,2,3,4,4,3,2,1,2,2,0,2,1,3,1,2,2,3,0,1949,74,1,NA,NA,NA,NA,1,NA,NA,6,4,2,1,NA,1,United States,7,0,0,5,1,4,4,$24600,95207,95757,07:00 AM,04:30 AM,07:45 AM,10:00 PM,09:30PM,11:00PM,1,NA,3,5,2,2024-09-19 19:07:36,,,,,,
